valid_time,expire_time,temperature,dew_point,relative_humidity,pressure,wind_direction,wind_direction_cardinal,gust,wind_speed,precipitation_total,precipitation_hourly,visibility,clouds,weather_phrase
1420059600,1420071300,49.0,47.0,95.0,,,,,,,,0.31,50.0,Fog
1420070400,1420082100,50.0,48.0,92.0,,,,,,,,0.31,87.5,Fog
1420081200,1420092900,52.0,50.0,92.0,,,,,,,,0.31,25.0,Fog
1420092000,1420103700,65.0,52.0,64.0,,,,,,,,0.62,37.5,Partly Cloudy
1420102800,1420114500,69.0,51.0,53.0,,340.0,NNW,,5.0,,,0.62,25.0,Partly Cloudy
1420113600,1420125300,67.0,54.0,65.0,,,,,,,,0.62,37.5,Mostly Cloudy
1420124400,1420136100,58.0,51.0,80.0,,,,,,,,0.62,37.5,Mostly Cloudy
1420135200,1420146900,54.0,51.0,91.0,,,,,,,,0.62,,Fair
1420146000,1420157700,56.0,53.0,88.0,,,,,,,,0.62,,Fair
1420156800,1420168500,57.0,55.0,93.0,,140.0,SE,,5.0,,,0.31,50.0,Light Rain Shower
1420167600,1420179300,59.0,58.0,98.0,,160.0,SSE,,5.0,,,0.31,50.0,Light Rain Shower
1420178400,1420190100,60.0,60.0,98.0,,,,,,,,0.62,62.5,Light Drizzle
1420189200,1420200900,59.0,59.0,100.0,,50.0,NE,,6.0,,,0.62,62.5,Light Rain Shower
1420200000,1420211700,59.0,58.0,97.0,,,,,,,,0.31,75.0,Drizzle and Fog
1420221600,1420233300,58.0,57.0,96.0,,,,,,,,0.31,62.5,Drizzle and Fog
1420232400,1420244100,58.0,58.0,98.0,,,,,,,,0.62,62.5,Cloudy
1420243200,1420254900,58.0,57.0,96.0,,,,,,,,0.03,,Fog
1420254000,1420265700,58.0,57.0,97.0,,320.0,NW,,5.0,,,0.31,62.5,Light Rain Shower
1420264800,1420276500,61.0,58.0,91.0,,,,,,,,0.62,50.0,Cloudy
1420275600,1420287300,62.0,57.0,84.0,,,,,,,,0.62,50.0,Cloudy
1420286400,1420298100,61.0,58.0,91.0,,,,,,,,0.31,50.0,Fog
1420297200,1420308900,58.0,57.0,96.0,,,,,,,,0.31,25.0,Fog
1420308000,1420319700,58.0,57.0,97.0,,,,,,,,0.31,25.0,Fog
1420329600,1420341300,56.0,56.0,100.0,,,,,,,,0.12,,Fog
1420340400,1420352100,58.0,55.0,91.0,,290.0,WNW,,5.0,,,0.12,,Fog
1420351200,1420362900,60.0,54.0,81.0,,290.0,WNW,,9.0,,,0.62,37.5,Mostly Cloudy
1420362000,1420373700,64.0,50.0,60.0,,320.0,NW,,10.0,,,0.62,,Fair
1420372800,1420384500,62.0,51.0,66.0,,320.0,NW,,3.0,,,1.0,12.5,Fair
1420383600,1420395300,56.0,53.0,87.0,,290.0,WNW,,6.0,,,0.62,,Fair
1420394400,1420406100,54.0,52.0,93.0,,270.0,W,,8.0,,,0.62,,Fair
1420405200,1420416900,50.0,47.0,92.0,,290.0,WNW,,6.0,,,0.62,,Fair
1420416000,1420427700,48.0,46.0,95.0,,270.0,W,,9.0,,,0.31,,Fog
1420426800,1420438500,49.0,46.0,92.0,,270.0,W,,12.0,,,0.62,,Fair
1420437600,1420449300,62.0,47.0,58.0,,290.0,WNW,,14.0,,,1.0,,Fair
1420448400,1420460100,69.0,48.0,47.0,,290.0,WNW,,14.0,,,1.0,,Fair
1420459200,1420470900,64.0,51.0,61.0,,320.0,NW,,9.0,,,1.0,,Fair
1420470000,1420481700,59.0,53.0,81.0,,290.0,WNW,,8.0,,,0.62,,Fair
1420480800,1420492500,55.0,51.0,84.0,,290.0,WNW,,6.0,,,0.62,,Fair
1420491600,1420503300,52.0,50.0,92.0,,270.0,W,,3.0,,,0.31,,Fog
1420502400,1420514100,50.0,49.0,95.0,,270.0,W,,6.0,,,0.31,,Fog
1420513200,1420524900,50.0,49.0,97.0,,250.0,WSW,,7.0,,,0.31,,Fog
1420524000,1420535700,56.0,49.0,77.0,,340.0,NNW,,5.0,,,0.62,25.0,Partly Cloudy
1420534800,1420546500,63.0,49.0,61.0,,320.0,NW,,5.0,,,0.62,,Fair
1420545600,1420557300,59.0,50.0,70.0,,,,,,,,0.62,,Fair
