valid_time,expire_time,temperature,dew_point,relative_humidity,pressure,wind_direction,wind_direction_cardinal,gust,wind_speed,precipitation_total,precipitation_hourly,visibility,clouds,weather_phrase
1483218000,1483229700,53.0,53.0,100.0,,,CALM,,0,,,0.31,,Fog
1483228800,1483240500,49.0,49.0,100.0,,,CALM,,0,,,0.31,,Fog
1483239600,1483251300,49.0,49.0,100.0,,,CALM,,0,,,0.31,,Fog
1483250400,1483262100,68.0,59.0,74.0,,110.0,ESE,,3,,,0.31,,Fair
1483261200,1483272900,72.0,62.0,69.0,,70.0,ENE,,5,,,1.0,,Fair
1483272000,1483283700,69.0,62.0,80.0,,,CALM,,0,,,1.0,,Fair
1483282800,1483294500,58.0,57.0,97.0,,,CALM,,0,,,1.0,,Fair
1483293600,1483305300,55.0,55.0,100.0,,,CALM,,0,,,1.0,12.5,Fair
1483304400,1483316100,53.0,53.0,100.0,,,CALM,,0,,,0.31,,Fair
1483315200,1483326900,51.0,51.0,100.0,,,CALM,,0,,,0.31,,Fog
1483326000,1483337700,52.0,52.0,100.0,,,CALM,,0,,,0.12,,Fog
1483336800,1483348500,67.0,56.0,69.0,,50.0,NE,,2,,,0.62,,Fair
1483347600,1483359300,75.0,60.0,58.0,,,CALM,,0,,,1.0,,Fair
1483358400,1483370100,70.0,64.0,82.0,,250.0,WSW,,6,,,0.62,25.0,Fair
1483369200,1483380900,62.0,60.0,94.0,,,CALM,,0,,,0.31,,Fair
1483380000,1483391700,57.0,57.0,100.0,,,CALM,,0,,,0.31,,Fog
1483390800,1483402500,53.0,53.0,100.0,,,CALM,,0,,,0.12,,Fog
1483401600,1483413300,51.0,51.0,100.0,,,CALM,,0,,,0.12,,Fog
1483412400,1483424100,53.0,53.0,100.0,,250.0,WSW,,3,,,0.03,100.0,Fog
1483423200,1483434900,65.0,55.0,68.0,,320.0,NW,,3,,,0.62,,Fair
1483434000,1483445700,74.0,60.0,61.0,,270.0,W,,5,,,0.62,25.0,Fair
1483444800,1483456500,67.0,60.0,78.0,,,CALM,,0,,,0.62,12.5,Fair
1483455600,1483467300,59.0,59.0,98.0,,,CALM,,0,,,0.62,25.0,Fair
1483466400,1483478100,56.0,55.0,97.0,,,CALM,,0,,,0.31,25.0,Fog
1483477200,1483488900,53.0,53.0,100.0,,,CALM,,0,,,0.12,,Fog
1483488000,1483499700,50.0,50.0,100.0,,,CALM,,0,,,0.12,,Fog
1483498800,1483510500,51.0,50.0,97.0,,,CALM,,0,,,0.12,,Fog
