valid_time,expire_time,temperature,dew_point,relative_humidity,pressure,wind_direction,wind_direction_cardinal,gust,wind_speed,precipitation_total,precipitation_hourly,visibility,clouds,weather_phrase
1514754000,1514765700,47.0,47.0,100.0,,,CALM,,0.0,,,0.62,,Fair
1514764800,1514776500,44.0,44.0,100.0,,,CALM,,0.0,,,0.31,,Fog
1514775600,1514787300,50.0,50.0,100.0,,,CALM,,0.0,,,0.03,,Fog
1514786400,1514798100,57.0,54.0,91.0,,,CALM,,0.0,,,0.0,,Fog
1514797200,1514808900,68.0,52.0,57.0,,,CALM,,0.0,,,0.31,,Fair
1514808000,1514819700,62.0,55.0,79.0,,,CALM,,0.0,,,0.31,,Fog
1514818800,1514830500,53.0,51.0,95.0,,,CALM,,0.0,,,0.31,,Fog
1514829600,1514841300,51.0,51.0,97.0,,,CALM,,0.0,,,0.31,,Fair
1514840400,1514852100,48.0,47.0,97.0,,290.0,WNW,,3.0,,,0.31,,Fog
1514851200,1514862900,48.0,47.0,97.0,,290.0,WNW,,2.0,,,0.31,,Fog
1514862000,1514873700,49.0,48.0,97.0,,320.0,NW,,2.0,,,0.12,100.0,Fog
1514872800,1514884500,56.0,49.0,75.0,,,CALM,,0.0,,,0.31,,Fog
1514883600,1514895300,64.0,52.0,65.0,,20.0,NNE,,3.0,,,0.31,,Fair
1514894400,1514906100,61.0,54.0,79.0,,,CALM,,0.0,,,0.31,,Fog
1514905200,1514916900,52.0,50.0,95.0,,,CALM,,0.0,,,0.12,,Fog
1514916000,1514927700,49.0,,,,,CALM,,0.0,,,0.12,,Fog
1514926800,1514938500,48.0,48.0,100.0,,290.0,WNW,,6.0,,,0.12,,Fog
1514937600,1514949300,47.0,46.0,97.0,,,CALM,,0.0,,,0.31,,Fog
1514948400,1514960100,49.0,47.0,92.0,,270.0,W,,3.0,,,0.31,,Fog
1514959200,1514970900,57.0,46.0,67.0,,320.0,NW,,5.0,,,0.62,,Fair
1514970000,1514981700,65.0,53.0,66.0,,270.0,W,,6.0,,,0.62,,Fair
1514980800,1514992500,60.0,51.0,73.0,,270.0,W,,2.0,,,0.62,,Fair
1514991600,1515003300,51.0,49.0,92.0,,250.0,WSW,,1.0,,,0.31,,Fog
1515002400,1515014100,46.0,45.0,97.0,,,CALM,,0.0,,,0.12,,Fog
1515013200,1515024900,44.0,44.0,100.0,,,CALM,,0.0,,,0.12,,Fog
1515024000,1515035700,47.0,47.0,100.0,,270.0,W,,2.0,,,,,Fog
1515034800,1515046500,47.0,47.0,100.0,,,CALM,,0.0,,,0.03,100.0,Fog
1515045600,1515057300,56.0,45.0,64.0,,230.0,SW,,2.0,,,0.62,,Fair
1515056400,1515068100,68.0,50.0,53.0,,110.0,ESE,,3.0,,,0.62,,Fair
1515067200,1515078900,62.0,54.0,75.0,,,,,,,,0.62,,Fog
1515088800,1515100500,50.0,49.0,95.0,,90.0,E,,3.0,,,0.62,50.0,Partly Cloudy
1515099600,1515111300,47.0,47.0,100.0,,140.0,SE,,6.0,,,0.62,50.0,Partly Cloudy
1515110400,1515122100,47.0,47.0,100.0,,90.0,E,,2.0,,,0.62,100.0,Fog
1515121200,1515132900,,47.0,,,,,,99.0,,,0.31,,Fog / Windy
1515132000,1515143700,55.0,45.0,70.0,,90.0,E,,6.0,,,0.31,,Fair
1515142800,1515154500,64.0,51.0,63.0,,70.0,ENE,,5.0,,,0.62,,Fair
1515153600,1515165300,60.0,53.0,75.0,,,CALM,,0.0,,,0.62,,Fair
1515164400,1515176100,51.0,48.0,87.0,,140.0,SE,,2.0,,,0.31,,Fair
1515175200,1515186900,47.0,45.0,92.0,,,CALM,,0.0,,,0.31,,Fog
1515186000,1515197700,46.0,45.0,97.0,,,CALM,,0.0,,,0.12,,Fog
1515196800,1515208500,42.0,42.0,100.0,,,CALM,,0.0,,,0.12,,Fog
1515207600,1515219300,43.0,43.0,100.0,,,CALM,,0.0,,,0.12,,Fog
1515218400,1515230100,60.0,49.0,68.0,,290.0,WNW,,3.0,,,0.62,,Fair
1515229200,1515240900,67.0,43.0,42.0,,270.0,W,,6.0,,,0.62,,Fair
1515240000,1515251700,64.0,49.0,58.0,,270.0,W,,3.0,,,0.62,,Fair
1515250800,1515262500,50.0,47.0,90.0,,,CALM,,0.0,,,0.62,,Fair
1515261600,1515273300,48.0,45.0,89.0,,270.0,W,,2.0,,,0.31,,Fog
1515272400,1515284100,47.0,45.0,92.0,,270.0,W,,5.0,,,0.31,,Fog
1515283200,1515294900,46.0,46.0,100.0,,250.0,WSW,,3.0,,,0.31,,Fog
1515294000,1515305700,45.0,45.0,100.0,,230.0,SW,,5.0,,,0.12,,Fog
1515304800,1515316500,62.0,44.0,53.0,,270.0,W,,9.0,,,0.62,,Fair
1515315600,1515327300,68.0,43.0,40.0,,290.0,WNW,,9.0,,,1.0,,Fair
1515326400,1515338100,65.0,48.0,55.0,,320.0,NW,,7.0,,,1.0,,Fair
1515337200,1515348900,54.0,48.0,81.0,,270.0,W,,3.0,,,1.0,,Fair
1515348000,1515359700,50.0,46.0,85.0,,,CALM,,0.0,,,1.0,,Fair
1515369600,1515381300,43.0,42.0,97.0,,,CALM,,0.0,,,0.31,,Fog
1515380400,1515392100,44.0,43.0,97.0,,250.0,WSW,,2.0,,,0.31,,Fog
1515391200,1515402900,64.0,43.0,48.0,,270.0,W,,7.0,,,1.0,,Fair
