valid_time,expire_time,temperature,dew_point,relative_humidity,pressure,wind_direction,wind_direction_cardinal,gust,wind_speed,precipitation_total,precipitation_hourly,visibility,clouds,weather_phrase
1672520400,1672532100,46.0,45.0,94.0,,,CALM,,0.0,,,0.62,,Fair
1672531200,1672542900,45.0,45.0,97.0,,,CALM,,0.0,,,0.62,37.5,Fair
1672542000,1672553700,50.0,49.0,97.0,,270.0,W,,3.0,0.0,,0.62,,Fair
1672552800,1672564500,64.0,52.0,65.0,,250.0,WSW,,5.0,,,1.0,,Fair
1672563600,1672575300,69.0,50.0,50.0,,250.0,WSW,,2.0,,,1.0,37.5,Fair
1672574400,1672586100,64.0,51.0,62.0,,250.0,WSW,,2.0,,,1.0,37.5,Partly Cloudy
1672585200,1672596900,57.0,53.0,87.0,,,CALM,,0.0,,,0.62,37.5,Fair
1672596000,1672607700,54.0,51.0,88.0,,,CALM,,0.0,0.0,,0.62,25.0,Fair
1672606800,1672618500,52.0,50.0,92.0,,,CALM,,0.0,,,0.62,0.0,Fair
1672617600,1672629300,49.0,47.0,95.0,,,CALM,,0.0,,,0.62,,Fair
1672628400,1672640100,53.0,50.0,90.0,,,CALM,,0.0,0.0,,0.31,,Fog
1672639200,1672650900,60.0,51.0,71.0,,,CALM,,0.0,,,0.31,,Fair
1672650000,1672661700,62.0,51.0,69.0,,,CALM,,0.0,,,0.31,,Fair
1672660800,1672672500,59.0,53.0,80.0,,,CALM,,0.0,,,0.31,,Fog
1672671600,1672683300,54.0,51.0,91.0,,,CALM,,0.0,,,0.31,,Fog
1672682400,1672694100,50.0,49.0,95.0,,,CALM,,0.0,0.0,,0.12,100.0,Fog
1672693200,1672704900,49.0,48.0,97.0,,,CALM,,0.0,,,0.12,100.0,Fog
1672704000,1672715700,52.0,49.0,88.0,,270.0,W,,3.0,,,0.31,37.5,Fog
1672714800,1672726500,52.0,48.0,85.0,,270.0,W,,5.0,0.0,,0.31,,Fog
1672725600,1672737300,56.0,49.0,77.0,,250.0,WSW,,5.0,,,0.31,,Fog
1672736400,1672748100,60.0,49.0,66.0,,50.0,NE,,3.0,,,0.31,,Fair
1672747200,1672758900,58.0,48.0,70.0,,,CALM,,0.0,,,0.31,0.0,Fair
1672758000,1672769700,50.0,47.0,90.0,,,CALM,,0.0,,,0.31,,Fog
1672768800,1672780500,45.0,44.0,94.0,,,CALM,,0.0,0.0,,0.31,,Fog
1672779600,1672791300,44.0,43.0,97.0,,,CALM,,0.0,,,0.31,,Fog
1672790400,1672802100,46.0,45.0,97.0,,320.0,NW,,6.0,,,0.31,,Fog
1672801200,1672812900,44.0,44.0,100.0,,,CALM,,0.0,0.0,,0.31,,Fog
1672812000,1672823700,51.0,44.0,77.0,,290.0,WNW,,5.0,,,0.31,25.0,Fog
1672822800,1672834500,60.0,46.0,59.0,,,CALM,,0.0,,,0.62,,Fair
1672833600,1672845300,56.0,48.0,75.0,,,CALM,,0.0,,,0.62,,Fair
1672844400,1672856100,47.0,45.0,92.0,,,CALM,,0.0,,,0.62,,Fair
1672855200,1672866900,44.0,42.0,94.0,,,CALM,,0.0,0.0,,0.62,,Fog
1672866000,1672877700,42.0,41.0,97.0,,,CALM,,0.0,,,0.31,,Fog
1672876800,1672888500,45.0,45.0,100.0,,270.0,W,,3.0,,,0.03,,Fog
1672887600,1672899300,45.0,45.0,100.0,,270.0,W,,5.0,0.0,,0.03,100.0,Fog
1672909200,1672920900,59.0,47.0,64.0,,270.0,W,,6.0,,,0.31,,Fair
1672920000,1672931700,57.0,48.0,73.0,,,CALM,,0.0,,,0.31,,Fair
1672930800,1672942500,49.0,45.0,87.0,,,CALM,,0.0,,,0.31,,Fog
1672941600,1672953300,47.0,44.0,92.0,,,CALM,,0.0,0.0,,0.31,,Fog
1672963200,1672974900,42.0,42.0,100.0,,200.0,SSW,,3.0,,,0.31,,Fog
1672974000,1672985700,46.0,45.0,97.0,,,CALM,,0.0,0.0,,0.31,,Fog
1672984800,1672996500,52.0,44.0,75.0,,230.0,SW,,5.0,,,0.31,,Fog
1672995600,1673007300,60.0,45.0,58.0,,,CALM,,0.0,,,0.31,,Fair
1673006400,1673018100,56.0,45.0,64.0,,,CALM,,0.0,,,0.31,,Fair
1673017200,1673028900,48.0,47.0,95.0,,,CALM,,0.0,,,0.31,,Fog
1673028000,1673039700,44.0,41.0,91.0,,,CALM,,0.0,0.0,,0.31,,Fog
1673038800,1673050500,42.0,40.0,94.0,,,CALM,,0.0,,,0.12,,Fog
1673049600,1673061300,43.0,43.0,100.0,,,CALM,,0.0,,,0.12,100.0,Fog
1673060400,1673072100,43.0,43.0,100.0,,230.0,SW,,5.0,0.0,,0.12,100.0,Fog
1673071200,1673082900,52.0,43.0,71.0,,250.0,WSW,,2.0,,,0.62,,Fair
1673082000,1673093700,59.0,45.0,58.0,,250.0,WSW,,5.0,,,0.62,,Fair
1673092800,1673104500,58.0,48.0,70.0,,,CALM,,0.0,,,0.62,,Fair
1673103600,1673115300,47.0,44.0,89.0,,,CALM,,0.0,,,0.62,,Fair
1673114400,1673126100,44.0,43.0,97.0,,,CALM,,0.0,0.0,,0.12,,Fog
1673136000,1673147700,44.0,44.0,100.0,,270.0,W,,5.0,,,0.03,,Fog
1673146800,1673158500,41.0,41.0,100.0,,290.0,WNW,,5.0,0.0,,0.12,,Fog
1673157600,1673169300,47.0,44.0,89.0,,270.0,W,,3.0,,,0.31,,Fog
1673168400,1673180100,64.0,48.0,55.0,,270.0,W,,5.0,,,0.62,,Fair
1673179200,1673190900,60.0,51.0,73.0,,270.0,W,,2.0,,,0.31,,Fair
1673200800,1673212500,45.0,45.0,97.0,,,CALM,,0.0,0.0,,0.31,,Fog
1673211600,1673223300,42.0,41.0,97.0,,,CALM,,0.0,,,0.31,,Fog
1673222400,1673234100,45.0,45.0,100.0,,,CALM,,0.0,,,0.0,100.0,Fog
1673233200,1673244900,47.0,47.0,100.0,,,CALM,,0.0,0.0,,0.0,100.0,Fog
1673244000,1673255700,51.0,50.0,97.0,,250.0,WSW,,3.0,,,0.12,100.0,Fog
1673254800,1673266500,65.0,53.0,66.0,,,CALM,,0.0,,,0.31,,Fog
1673265600,1673277300,59.0,53.0,81.0,,,CALM,,0.0,,,0.31,37.5,Fog
1673276400,1673288100,55.0,51.0,86.0,,,CALM,,0.0,,,0.31,25.0,Fog
1673287200,1673298900,52.0,49.0,90.0,,,CALM,,0.0,,,0.31,25.0,Fog
