valid_time,expire_time,temperature,dew_point,relative_humidity,pressure,wind_direction,wind_direction_cardinal,gust,wind_speed,precipitation_total,precipitation_hourly,visibility,clouds,weather_phrase
1293829200,1293836400,48.0,46.0,95.0,29.24,270.0,W,,5.0,,,0.31,CLR,Fair
1293840000,1293847200,51.0,49.0,95.0,29.24,270.0,W,,6.0,,,0.31,OVC,Cloudy
1293850800,1293858000,50.0,48.0,95.0,29.29,320.0,NW,,6.0,,,0.31,OVC,Cloudy
1293861600,1293868800,56.0,48.0,75.0,29.31,170.0,S,,9.0,,,0.62,CLR,Fair
1293872400,1293879600,61.0,47.0,60.0,29.24,320.0,NW,,8.0,,,1.0,CLR,Fair
1293883200,1293890400,57.0,48.0,71.0,29.21,270.0,W,,9.0,,,1.0,CLR,Fair
1293894000,1293901200,50.0,47.0,90.0,29.24,320.0,NW,,7.0,,,1.0,CLR,Fair
1293904800,1293912000,49.0,47.0,93.0,29.24,320.0,NW,,14.0,,,0.62,CLR,Fair
1293915600,1293922800,48.0,44.0,87.0,29.22,320.0,NW,,8.0,,,0.62,OVC,Cloudy
1293926400,1293933600,50.0,45.0,84.0,29.19,290.0,WNW,,7.0,,,0.62,OVC,Cloudy
1293937200,1293944400,50.0,46.0,85.0,29.23,290.0,WNW,,7.0,,,0.62,BKN,Mostly Cloudy
1293948000,1293955200,54.0,46.0,76.0,29.3,250.0,WSW,,12.0,,,0.62,BKN,Mostly Cloudy
1293991200,1293998400,50.0,44.0,80.0,29.31,290.0,WNW,,3.0,,,0.62,BKN,Mostly Cloudy
1294012800,1294020000,50.0,44.0,79.0,29.31,340.0,NNW,,6.0,,,0.62,BKN,Mostly Cloudy
1294023600,1294030800,49.0,46.0,89.0,29.35,360.0,N,,2.0,,,0.31,BKN,Mostly Cloudy
1294034400,1294041600,57.0,50.0,78.0,29.38,340.0,NNW,,8.0,,,0.62,BKN,Mostly Cloudy
1294056000,1294063200,55.0,45.0,70.0,29.31,,,,,,,0.62,BKN,Mostly Cloudy
1294077600,1294084800,45.0,44.0,97.0,29.35,,,,,,,0.31,CLR,Fair
1294088400,1294095600,43.0,42.0,97.0,29.34,,,,,,,0.31,CLR,Fair
1294099200,1294106400,41.0,41.0,100.0,29.33,,,,,,,0.31,CLR,Fair
1294110000,1294117200,45.0,45.0,97.0,29.37,,,,,,,0.12,CLR,Fair
1294120800,1294128000,50.0,42.0,72.0,29.38,290.0,WNW,,9.0,,,0.62,BKN,Mostly Cloudy
1294131600,1294138800,55.0,43.0,66.0,29.31,270.0,W,,9.0,,,0.62,BKN,Mostly Cloudy
1294142400,1294149600,50.0,44.0,77.0,29.28,320.0,NW,,6.0,,,0.62,BKN,Mostly Cloudy
1294153200,1294160400,46.0,41.0,81.0,29.31,290.0,WNW,,6.0,,,0.62,BKN,Mostly Cloudy
1294164000,1294171200,45.0,40.0,85.0,29.33,320.0,NW,,6.0,,,0.62,BKN,Mostly Cloudy
1294174800,1294182000,43.0,39.0,88.0,29.32,290.0,WNW,,3.0,,,0.62,BKN,Mostly Cloudy
1294185600,1294192800,42.0,40.0,91.0,29.31,320.0,NW,,2.0,,,0.62,BKN,Mostly Cloudy
